bibnum|title|author|year|periodical|parent_title|citation|keyword|project|link
049|"The distribution of juvenile hormone esterase and its interrelationship with other proteins influencing juvenile hormone metabolism in the cabbage looper, Trichoplusia ni
"|Wing, K.D., T.C. Sparks, V.M. Lovell, S.O. Levinson and B.D. Hammock|1981|Insect Biochem. (Insect biochemistry)||Wing, K.D., T.C. Sparks, V.M. Lovell, S.O. Levinson and B.D. Hammock. (1981). Insect Biochem. 11:473–485||Insect Biology|http://ucanr.org/sites/hammocklab/files/130985.pdf
050|"Approaches to the purification of the juvenile hormone esterase from the cabbage looper, Trichoplusia ni
"|Rudnicka, M. and B.D. Hammock|1981|Insect Biochem. (Insect biochemistry)||Rudnicka, M. and B.D. Hammock. (1981). Insect Biochem. 11:4437–4444||Insect Biology|http://ucanr.org/sites/hammocklab/files/130987.pdf
051|"Growth parameters associated with endocrine events in larval Trichoplusia ni (Hübner) and timing of these events with developmental markers
"|Jones, D., G. Jones and B.D. Hammock|1981|J. Insect Physiol. (Journal of insect physiology)||Jones, D., G. Jones and B.D. Hammock. (1981). J. Insect Physiol. 27:779–788||Insect Biology|http://ucanr.org/sites/hammocklab/files/130988.pdf
052|"Developmental and behavioural responses of larval Trichoplusia ni to parasitization by an imported braconid parasite Chelonus sp
"|Jones, D., G. Jones and B.D. Hammock|1981|Physiol. Entomol. (Physiological entomology)||Jones, D., G. Jones and B.D. Hammock. (1981). Physiol. Entomol. 6:387–394||Insect Biology|http://ucanr.org/sites/hammocklab/files/130989.pdf
053|Trifluoromethylketones as possible transition state analog inhibitors of juvenile hormone esterase|Hammock, B.D., K.D. Wing, J. McLaughlin, V.M. Lovell and T.C. Sparks|1982|Pestoc Biochem Physiol (Pesticide biochemistry and physiology)||Hammock, B.D., K.D. Wing, J. McLaughlin, V.M. Lovell and T.C. Sparks. (1982). Pestoc Biochem Physiol 17:76–88||Esterase and Amidase|http://ucanr.org/sites/hammocklab/files/125883.pdf
053|Trifluoromethylketones as possible transition state analog inhibitors of juvenile hormone esterase|Hammock, B.D., K.D. Wing, J. McLaughlin, V.M. Lovell and T.C. Sparks|1982|Pestoc Biochem Physiol (Pesticide biochemistry and physiology)||Hammock, B.D., K.D. Wing, J. McLaughlin, V.M. Lovell and T.C. Sparks. (1982). Pestoc Biochem Physiol 17:76–88||Insect Biology|http://ucanr.org/sites/hammocklab/files/125883.pdf
054|Chalcone oxides--potent selective inhibitors of cytosolic epoxide hydrolase|Mullin, C. A.; Hammock, B. D.|1982|Arch. Biochem. Biophys. (Archives of biochemistry and biophysics)||Mullin, Hammock. (1982). Arch. Biochem. Biophys. 216:423–439|Animals; Chalcone/analogs & derivatives/pharmacology; Chalcones; Cytosol/enzymology; Epoxide Hydrolases/antagonists & inhibitors; Kinetics; Liver/enzymology; Mice; Propiophenones/pharmacology; Structure-Activity Relationship|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125256.pdf
055|"Spectrophotometric assay for mammalian cytosolic epoxide hydrolase using trans-stilbene oxide as the substrate
"|Hasegawa, L. S.; Hammock, B. D.|1982|Biochem. Pharmacol. (Biochemical pharmacology)||Hasegawa, Hammock. (1982). Biochem. Pharmacol. 31:1979–1984|Animals; Cattle; Cytosol/enzymology; Epoxide Hydrolases/analysis; Kinetics; Male; Mice; Rats; Rats, Inbred Strains; Serum Albumin, Bovine; Spectrophotometry, Ultraviolet; Stilbenes/diagnostic use|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125263.pdf
056|"Effect of the parasite Copidosoma truncatellum on development of its host Trichoplusia ni
"|Jones, D.; G. Jones; R.A.V. Steenwyk; B.D. Hammock|1982|Ann. Entomol. Soc. Am. (Annals of the Entomological Society of America)||Jones, G. Jones. (1982). Ann. Entomol. Soc. Am. 75:7–11||Insect Biology|http://ucanr.org/sites/hammocklab/files/130991.pdf
057|Enzyme-linked immunosorbent assays for detection and quantitation of the entomocidal parasporal crystalline protein of Bacillus thuringiensis subspp. kurstaki and israelensis|Wie, S. I.; Andrews, R. E.; Hammock, B. D.; Faust, R. M.; Bulla, L. A.|1982|Appl. Environ. Microbiol. (Applied and environmental microbiology)||Wie, Andrews. (1982). Appl. Environ. Microbiol. 43:891–894|Bacillus thuringiensis/analysis; Bacterial Proteins/isolation & purification; Bacterial Toxins/isolation & purification; Endotoxins; Enzyme-Linked Immunosorbent Assay; Hemolysin Proteins; Species Specificity|Immunoassay|http://ucanr.org/sites/hammocklab/files/126437.pdf
058|Juvenile hormone esterases of Lepidoptera I: Activity in the hemolymph during the last larval instar of 11 species|Jones, D., G. Jones, K.D. Wing, M. Rudnicka and B.D. Hammock|1982|J. Comp. Physiol. A Neuroethol. Sens. Neural. Behav. Physiol. (Journal of comparative physiology. A, Neuroethology, sensory, neural, and behavioral physiology)||Jones, D., G. Jones, K.D. Wing, M. Rudnicka and B.D. Hammock. (1982). J. Comp. Physiol. A Neuroethol. Sens. Neural. Behav. Physiol. 148:1–10||Insect Biology|http://ucanr.org/sites/hammocklab/files/130992.pdf
059|Synthesis of haptens and potential radioligands and development of antibodies to insect growth regulators Diflubenzuron and BAY SIR 8514|Wie, S.I., A.P. Sylwester, K.D. Wing and B.D. Hammock|1982|J. Agric. Food Chem. (Journal of agricultural and food chemistry)||Wie, S.I., A.P. Sylwester, K.D. Wing and B.D. Hammock. (1982). J. Agric. Food Chem. 30:943–948||Immunoassay|http://ucanr.org/sites/hammocklab/files/126441.pdf
060|The use of enzyme-linked immunosorbent assays (ELISA) for the determination of triton X nonionic detergents|Wie, S. I.; Hammock, B. D.|1982|Anal. Biochem. (Analytical biochemistry)||Wie, Hammock. (1982). Anal. Biochem. 125:168–176|Animals; Chemical Phenomena; Chemistry; Enzyme-Linked Immunosorbent Assay; Octoxynol; Polyethylene Glycols/analysis; Rabbits/immunology|Immunoassay|http://ucanr.org/sites/hammocklab/files/126445.pdf
061|Development of enzyme-linked immunosorbent assays for residue analysis of Diflubenzuron and BAY SIR 8514|Wie, S.I. and B.D. Hammock|1982|J. Agric. Food Chem. (Journal of agricultural and food chemistry)||Wie, S.I. and B.D. Hammock. (1982). J. Agric. Food Chem. 30:949–957||Immunoassay|http://ucanr.org/sites/hammocklab/files/126448.pdf
062|Rapid and sensitive enzyme-linked immunosorbent assay for the microsomal epoxide hydrolase|Gill, S. S.; Wie, S. I.; Guenthner, T. M.; Oesch, F.; Hammock, B. D.|1982|Carcinogenesis (Carcinogenesis)||Gill, Wie. (1982). Carcinogenesis 3:1307–1310|Animals; Clinical Enzyme Tests/methods; Cytosol/enzymology; Enzyme-Linked Immunosorbent Assay; Epoxide Hydrolases/analysis; Guinea Pigs; Haplorhini; Humans; Liver/enzymology; Male; Mice; Microsomes, Liver/enzymology; Rats; Rats, Inbred Strains|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125303.pdf
063|Differential substrate selectivity of murine hepatic cytosolic and microsomal epoxide hydrolases|Hammock, B. D.; Hasagawa, L. S.|1983|Biochem. Pharmacol. (Biochemical pharmacology)||Hammock, Hasagawa. (1983). Biochem. Pharmacol. 32:1155–1164|Animals; Chemical Phenomena; Chemistry; Chromatography, Gas; Cytosol/enzymology; Epoxide Hydrolases/antagonists & inhibitors/metabolism; Epoxy Compounds/metabolism/pharmacology; Kinetics; Liver/enzymology; Male; Mice; Microsomes, Liver/enzymology; Stilbenes/metabolism; Structure-Activity Relationship; Substrate Specificity|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125313.pdf
064|The reaction of arachidonic acid epoxides (epoxyeicosatrienoic acids) with a cytosolic epoxide hydrolase|Chacos, N.; Capdevila, J.; Falck, J. R.; Manna, S.; Martin-Wixtrom, C.; Gill, S. S.; Hammock, B. D.; Estabrook, R. W.|1983|Arch. Biochem. Biophys. (Archives of biochemistry and biophysics)||Chacos, Capdevila. (1983). Arch. Biochem. Biophys. 223:639–648|Animals; Arachidonic Acids/chemical synthesis/metabolism; Cell-Free System; Cytosol/enzymology; Epoxide Hydrolases/metabolism; Epoxy Compounds; Kinetics; Liver/enzymology; Male; Microsomes, Liver/metabolism; Rats|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125321.pdf
065|Prepupal regulation of juvenile hormone esterase through direct induction by juvenile hormone|Jones, G. and B.D. Hammock|1983|J. Insect Physiol. (Journal of insect physiology)||Jones, G. and B.D. Hammock. (1983). J. Insect Physiol. 29:471–475||Insect Biology|http://ucanr.org/sites/hammocklab/files/130994.pdf
066|Radiometric assays for mammalian epoxide hydrolases and glutathione S-transferase|Gill, S. S.; Ota, K.; Hammock, B. D.|1983|Anal. Biochem. (Analytical biochemistry)||Gill, Ota, Hammock. (1983). Anal. Biochem. 131:273–282|Animals; Chromatography, Gas; Cytosol/enzymology; Epoxide Hydrolases/analysis; Epoxy Compounds/metabolism; Glutathione Transferase/analysis/antagonists & inhibitors; Guinea Pigs; Male; Mice; Microsomes, Liver/enzymology; Rats; Substrate Specificity|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125334.pdf
067|Insect growth regulators: resistance and the future|Sparks, T.C. and B.D. Hammock|1983||Pest Resistance to Pesticides: Challenges and Prospects|Sparks, T.C. and B.D. Hammock. (1983). In: Pest Resistance to Pesticides: Challenges and Prospects (Plenum Press, New York): 615–668||Esterase and Amidase|http://ucanr.org/sites/hammocklab/files/125895.pdf
067|Insect growth regulators: resistance and the future|Sparks, T.C. and B.D. Hammock|1983||Pest Resistance to Pesticides: Challenges and Prospects|Sparks, T.C. and B.D. Hammock. (1983). In: Pest Resistance to Pesticides: Challenges and Prospects (Plenum Press, New York): 615–668||Insect Biology|http://ucanr.org/sites/hammocklab/files/125895.pdf
068|Microsomal and cytosolic epoxide hydrolases in rhesus monkey liver, and in normal and neoplastic human liver|Gill, S. S.; Ota, K.; Ruebner, B.; Hammock, B. D.|1983|Life Sci. (Life sciences)||Gill, Ota. (1983). Life Sci. 32:2693–2700|Animals; Cytosol/enzymology; Epoxide Hydrolases/metabolism; Female; Humans; Infant; Liver/enzymology; Liver Neoplasms/enzymology; Macaca mulatta; Male; Microsomes, Liver/enzymology; Middle Aged; Species Specificity; Stilbenes/metabolism; Styrenes/metabolism; Tissue Distribution|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125348.pdf
069|Differential induction of cytosolic epoxide hydrolase, microsomal epoxide hydrolase, and glutathione S-transferase activities|Hammock, B. D.; Ota, K.|1983|Toxicol. Appl. Pharmacol. (Toxicology and applied pharmacology)||Hammock, Ota. (1983). Toxicol. Appl. Pharmacol. 71:254–265|Animals; Enzyme Activation/drug effects; Enzyme Induction/drug effects; Epoxide Hydrolases/biosynthesis/metabolism; Epoxy Compounds/metabolism/pharmacology; Ethers, Cyclic/metabolism; Female; Glutathione Transferase/biosynthesis; Male; Mice; Mice, Inbred C57BL; Microsomes, Liver/drug effects/metabolism; Rats; Rats, Inbred Strains; Sex Factors; Species Specificity|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125356.pdf
070|"The haemolymph juvenile hormone esterase of Manduca sexta (L.) - inhibition and regulation
"|Sparks, T.C., B.D. Hammock and L.M. Riddiford|1983|Insect Biochem. (Insect biochemistry)||Sparks, T.C., B.D. Hammock and L.M. Riddiford. (1983). Insect Biochem. 13:529–541||Insect Biology|http://ucanr.org/sites/hammocklab/files/130996.pdf
071|Synthesis and bioassay of isoprenoid 3-alkylthio-1,1,1-trifluoro-2-propanones: potent, selective inhibitors of juvenile hormone esterase|Prestwich, G. D.; Eng, W. S.; Roe, R. M.; Hammock, B. D.|1984|Arch. Biochem. Biophys. (Archives of biochemistry and biophysics)||Prestwich, Eng. (1984). Arch. Biochem. Biophys. 228:639–645|Acetone/analogs & derivatives/chemical synthesis; Animals; Binding Sites; Binding, Competitive; Carboxylic Ester Hydrolases/antagonists & inhibitors; Insects; Larva|Esterase and Amidase|http://ucanr.org/sites/hammocklab/files/125899.pdf
071|Synthesis and bioassay of isoprenoid 3-alkylthio-1,1,1-trifluoro-2-propanones: potent, selective inhibitors of juvenile hormone esterase|Prestwich, G. D.; Eng, W. S.; Roe, R. M.; Hammock, B. D.|1984|Arch. Biochem. Biophys. (Archives of biochemistry and biophysics)||Prestwich, Eng. (1984). Arch. Biochem. Biophys. 228:639–645|Acetone/analogs & derivatives/chemical synthesis; Animals; Binding Sites; Binding, Competitive; Carboxylic Ester Hydrolases/antagonists & inhibitors; Insects; Larva|Insect Biology|http://ucanr.org/sites/hammocklab/files/125899.pdf
072|Juvenile hormone esterases of Lepidoptera II: Isoelectric points and binding affinities of hemolymph juvenile hormone esterase and binding protein activities|Wing, K.D., M. Rudnicka, G. Jones, D. Jones and B.D. Hammock|1984|J. Comp. Physiol. B, Biochem. Syst. Environ. Physiol (Journal of comparative physiology. B, Biochemical, systemic, and environmental physiology)||Wing, K.D., M. Rudnicka, G. Jones, D. Jones and B.D. Hammock. (1984). J. Comp. Physiol. B, Biochem. Syst. Environ. Physiol 154:213–223||Insect Biology|http://ucanr.org/sites/hammocklab/files/130998.pdf
073|"Kinetic properties of the inhibition of juvenile hormone esterase by two trifluoromethylketones and O-ethyl, S-phenyl phosphoramidothioate
"|Abdel-Aal, Y.A.I., R.M. Roe and B.D. Hammock|1984|Pestoc Biochem Physiol (Pesticide biochemistry and physiology)||Abdel-Aal, Y.A.I., R.M. Roe and B.D. Hammock. (1984). Pestoc Biochem Physiol 21:232–241||Insect Biology|http://ucanr.org/sites/hammocklab/files/130999.pdf
074|Substituted thiotrifluoropropanones as potent selective inhibitors of juvenile hormone esterase|Hammock, B. D.; Y.A.I. Abdel-Aal; C.A. Mullin; T.N. Hanzlik; R.M. Roe|1984|Pestoc Biochem Physiol (Pesticide biochemistry and physiology)||Hammock, Y.A.I. Abdel-Aal. (1984). Pestoc Biochem Physiol 22:209–223||Esterase and Amidase|http://ucanr.org/sites/hammocklab/files/125900.pdf
074|Substituted thiotrifluoropropanones as potent selective inhibitors of juvenile hormone esterase|Hammock, B. D.; Y.A.I. Abdel-Aal; C.A. Mullin; T.N. Hanzlik; R.M. Roe|1984|Pestoc Biochem Physiol (Pesticide biochemistry and physiology)||Hammock, Y.A.I. Abdel-Aal. (1984). Pestoc Biochem Physiol 22:209–223||Insect Biology|http://ucanr.org/sites/hammocklab/files/125900.pdf
075|A methodology for the analysis of the preneoplastic antigen|Hammock, B. D.; Loury, D. N.; Moody, D. E.; Ruebner, B.; Baselt, R.; Milam, K. M.; Volberding, P.; Ketterman, A.; Talcott, R.|1984|Carcinogenesis (Carcinogenesis)||Hammock, Loury. (1984). Carcinogenesis 5:1467–1473|Acetaminophen/poisoning; Adult; Animals; Antigens, Neoplasm/analysis; Epoxide Hydrolases/analysis; Female; Humans; Liver Neoplasms/immunology; Male; Middle Aged; Precancerous Conditions/immunology; Rabbits; Rats; Rats, Inbred Strains; Stilbenes/diagnostic use|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125400.pdf
076|Comparison of coating and immunizing antigen structure on the sensitivity and specificity of immunoassays for benzoylphenylurea insecticides|Wie, S.I. and B.D. Hammock|1984|J. Agric. Food Chem. (Journal of agricultural and food chemistry)||Wie, S.I. and B.D. Hammock. (1984). J. Agric. Food Chem. 32:1294–1301||Immunoassay|http://ucanr.org/sites/hammocklab/files/126482.pdf
077|The role of juvenile hormone metabolism in the metamorphosis of selected Lepidoptera|Hammock, B.D., Y.A.I. Abdel-Aal, T. Hanzlik, D. Jones, G. Jones, R.M. Roe, M. Rudnicka, T.C. Sparks and K.D. Wing|1984||Biosynthesis, Metabolism and Mode of Action of Invertebrate Hormones|Hammock, B.D., Y.A.I. Abdel-Aal, T. Hanzlik, D. Jones, G. Jones, R.M. Roe, M. Rudnicka, T.C. Sparks . (1984). In: Biosynthesis, Metabolism and Mode of Action of Invertebrate Hormones (Springer-Verlag, Berlin, Heidelberg): 416–425||Insect Biology|http://ucanr.org/sites/hammocklab/files/131001.pdf
078|An improved enzyme-linked immunoassay for the detection and quantification of the entomocidal parasporal crystal proteins of Bacillus thuringiensis subsp. kurstaki and israelensis|Wie, S. I.; Hammock, B. D.; Gill, S. S.; Grate, E.; Andrews, R. E.; Faust, R. M.; Bulla, L. A.; Schaefer, C. H.|1984|J. Appl. Bacteriol. (The Journal of applied bacteriology)||Wie, Hammock. (1984). J. Appl. Bacteriol. 57:447–454|Bacillus thuringiensis/analysis; Bacterial Proteins/analysis; Bacterial Toxins/analysis; Endotoxins; Enzyme-Linked Immunosorbent Assay; Glutaral/pharmacology; Hemolysin Proteins|Immunoassay|http://ucanr.org/sites/hammocklab/files/126486.pdf
079|"3-Octylthio-1,1,1-trifluoro-2-propanone, a high affinity and slow binding inhibitor of juvenile hormone esterase from Trichoplusia ni (Hübner)
"|Abdel-Aal, Y.A.I. and B.D. Hammock|1985|Insect Biochem. (Insect biochemistry)||Abdel-Aal, Y.A.I. and B.D. Hammock. (1985). Insect Biochem. 15:111–122||Esterase and Amidase|http://ucanr.org/sites/hammocklab/files/125904.pdf
079|"3-Octylthio-1,1,1-trifluoro-2-propanone, a high affinity and slow binding inhibitor of juvenile hormone esterase from Trichoplusia ni (Hübner)
"|Abdel-Aal, Y.A.I. and B.D. Hammock|1985|Insect Biochem. (Insect biochemistry)||Abdel-Aal, Y.A.I. and B.D. Hammock. (1985). Insect Biochem. 15:111–122||Insect Biology|http://ucanr.org/sites/hammocklab/files/125904.pdf
080|Cyclopropyl oxiranes: reversible inhibitors of cytosolic and microsomal epoxide hydrolases|Prestwich, G. D.; Lucarelli, I.; Park, S. K.; Loury, D. N.; Moody, D. E.; Hammock, B. D.|1985|Arch. Biochem. Biophys. (Archives of biochemistry and biophysics)||Prestwich, Lucarelli. (1985). Arch. Biochem. Biophys. 237:361–372|Animals; Cytosol/enzymology; Epoxide Hydrolases/antagonists & inhibitors; Epoxy Compounds/pharmacology; Ethers, Cyclic/pharmacology; Glutathione Transferase/antagonists & inhibitors; Liver/enzymology; Male; Mice; Microsomes, Liver/enzymology; Stereoisomerism; Substrate Specificity|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125437.pdf
